Name,Club,Position,Overall,Predicted Overall
M. Boyes,Liverpool,CB,57,58.52506305291132
D. MejÃ­a,Club Independiente Santa Fe,RWB,58,58.211844073127736
Pedro Raul,FÃºtbol Club JuÃ¡rez,CF,67,67.10008210588181
D. Waidner,FC WÃ¼rzburger Kickers,RB,61,60.900069913839125
J. Rak-Sakyi,Crystal Palace,CAM,61,60.89993122356481
D. Dike,Orlando City Soccer Club,CF,68,68.10013079576167
J. Clarke-Salter,Coventry City,CB,69,69.10017255365297
L. Gordon,Brentford,LB,58,57.83716120057817
C. Rojas,Deportivo La Guaira FC,LB,57,56.88273466077577
S. Dewaest,Oud-Heverlee Leuven,CB,72,72.09973032578549
M. Hosseini,Yukatel Kayserispor,CB,67,67.10008559262167
J. McMillan,Livingston FC,LB,62,62.448725768482795
L. Montsma,Lincoln City,CB,65,65.77361329245365
Echu,Granada CF,LW,63,62.90020108309729
21Â S. Tiffoney,Livingston FC,RW,60,60.92368003964603
C. Gogoua,PFC CSKA Moscow,CB,67,66.89966326426182
20Â M. Sarr,FC Carl Zeiss Jena,CB,61,60.900225620060546
W. Troost-Ekong,Watford,CB,73,73.48625575611915
A. Keita,Columbus Crew,CB,65,65.30502431165557
V. Morar,Gaz Metan MediaÅ,CF,63,62.23013870885329
F. Andueza,Club AtlÃ©tico Central CÃ³rdoba,CB,66,66.92808034340251
B. Bida,Jagiellonia BiaÅystok,CF,62,61.89992917880588
T. Å unjiÄ,Henan Songshan Longmen FC,CB,74,74.01781605231487
VP Suhair,NorthEast United FC,RW,57,56.89979708211668
AntÃ´nio Carlos,Orlando City Soccer Club,CB,71,70.6932587391537
A. Suhonen,Hamburger SV,CAM,60,59.68451404323755
B. Pierrick,Vejle Boldklub,RW,61,60.325513127753965
A. Akman,N.E.C. Nijmegen,CF,63,63.94984104329691
N. Guinness-Walker,AFC Wimbledon,LB,63,63.09991501066492
J. MÃ¼ller,SV Darmstadt 98,CB,67,66.02532273256341
G. Infantino,Rosario Central,LW,60,59.48829838521796
J. Shaughnessy,St. Mirren,CB,65,64.8996755946189
Juan Ibiza,UD Ibiza,CB,66,66.18166823990074
18Â S. Murray,Dundee FC,CF,66,64.81403085122314
E. Godoy,Vancouver Whitecaps FC,CB,68,67.89978638940556
Carlos Beitia,RC Celta de Vigo,CAM,60,60.099950463184996
R. ÃstrÃ¸m,Odense Boldklub,CB,60,59.547368431559605
J. Tomkins,Crystal Palace,CB,75,74.89968232702603
Juan HernÃ¡ndez,AD AlcorcÃ³n,LW,67,66.90021394019195
M. Warming,Torino F.C.,RW,62,61.89994526383076
S. Jarl,Sarpsborg 08 FF,CDM,58,59.125498788662334
17Â Agirrezabala,Athletic Club de Bilbao,RB,63,62.689197659639504
R. Raposo,Vancouver Whitecaps FC,CAM,60,60.10023663499246
O. Zanzala,Barrow,CF,61,61.11163100865777
V. Vermeij,SC Freiburg II,CF,65,64.90012260259441
D. MagaÃ±a,Club Deportivo Guadalajara,RB,60,60.09985450693321
21Â A. Ajeti,Vejle Boldklub,CB,62,62.09985077470698
Kachi,Odds BK,CF,60,60.13621264214167
T. Nakamura,FC Tokyo,RWB,62,61.89960625067931
B. Wyatt,Sutton United,LB,58,58.100215600228076
D. Orsi,Harrogate Town,CF,61,61.08017237969024
S. Reese,SÃ¸nderjyskE,CB,64,63.90009200766006
21Â H. ToivomÃ¤ki,HJK Helsinki,RB,61,61.10024680528985
J. Hawkes,Tranmere Rovers,RW,58,58.85272265230786
L. Abubakar,Colorado Rapids,CB,69,68.88153753798088
21Â O. Rasmussen,Wolverhampton Wanderers,RWB,60,60.13454168326888
C. BjÃ¶rk,IFK NorrkÃ¶ping,CF,61,60.77586571934418
A. Preciado,Barcelona Sporting Club,RW,65,65.0091535743776
L. VÃ¡zquez,Boca Juniors,CF,63,62.81152968353676
M. Gabbia,AC Milan,CB,68,68.86091712042581
M. Cho,Angers SCO,CF,66,66.23864667458083
21Â B. Njie,Odds BK,RW,61,60.73397991243551
R. Robinson,Inter Miami CF,CF,63,63.099832313652904
17Â M. Albrechtsen,AC Horsens,CB,66,65.94096572741174
M. Keita,Oud-Heverlee Leuven,CDM,60,59.89993656140122
L. Burt,Bohemian FC,CAM,62,61.798328794461504
N. Hagglund,FC Cincinnati,CB,65,64.1480392188685
O. Kolskogen,SK Brann,CB,64,64.03102662206183
C. Gilmour,St. Johnstone FC,CM,54,54.28117863151199
M. Natta,Western Sydney Wanderers,CB,60,60.73122853682394
A. Arli,Dijon FCO,CAM,62,61.86684978733604
N. Paz,Crotone,CB,68,67.89972237746463
19Â J. Forster,Cheltenham Town,CB,64,63.06629375001655
C. Burke,Philadelphia Union,CF,68,67.75119963035183
C. Zapata,San Lorenzo de Almagro,CB,73,73.10023012103359
F. Bilbija,FC Ingolstadt 04,RW,65,64.89149512787365
C. Herrmann,KV Kortrijk,CF,62,61.89991492775522
15Â P. Ianni,Chicago Fire Football Club,CB,62,62.09974040388897
J. Arias,Aragua FÃºtbol Club,LB,60,59.900207732811175
21Â J. Kirchhoff,KFC Uerdingen 05,CB,65,64.89976095670997
21Â M. Tahrat,Abha Club,CB,69,68.89976577167387
A. Boyle,Dundalk FC,CB,63,62.89968869617321
Y. Voigt,FSV Zwickau,LW,59,58.89980311925417
J. Bamert,FC Sion,CB,65,65.48830725954993
20Â C. O'Grady,Bolton Wanderers,CF,60,59.89971724891682
P. Owusu,SC Paderborn 07,CF,64,63.899589365666486
P. WÃ¥lemark,BK HÃ¤cken,RW,63,61.591833606442975
G. GÃ¼rpÃ¼z,Borussia Dortmund,CAM,57,58.632727039131225
W. Kechrida,US Salernitana 1919,RB,64,62.33277811228877
C. Parsons,Wycombe Wanderers,CAM,57,56.31175139709302
P. Mattsson,Silkeborg IF,CAM,55,55.94527768972797
K. Tobers,Lechia GdaÅsk,CB,64,63.08672123586179
D. PeriÄ,Dinamo Zagreb,CB,70,69.10957905138856
S. Nanasi,MalmÃ¶ FF,CAM,60,59.46764062390879
U. Eneme-Ella,Brighton & Hove Albion,CAM,59,57.92145200045394
S. Guibert,SC Bastia,CB,62,61.73668529164834
Cornago,AD AlcorcÃ³n,RB,60,59.62780081525833
DarÃ­o Poveda,Getafe CF,CF,67,67.14681024409062
I. Jagne,Everton,CB,54,54.4350621062308
E. MuÃ±oz,Club AtlÃ©tico Independiente,CB,70,70.21312998676362
N. Holland,Oxford United,RW,64,64.09300749197773
21Â A. Gero,Helsingborgs IF,CF,63,62.89983178433156
Y. Van den Bossche,KV Kortrijk,RW,60,62.16962726348735
N. Armini,Lazio,CB,65,63.837575806337576
L. Lumeka,ESTAC Troyes,CAM,63,62.900088978801925
R. Moldoveanu,FC Dinamo 1948 BucureÅti,CF,61,61.09983278136764
D. Arslanagic,GÃ¶ztepe SK,CB,71,71.01785683846539
S. Ben Seghir,Olympique de Marseille,RW,61,60.70071481138554
Y. SoumarÃ©,Dijon FCO,RW,62,61.128925578731206
O. Schmitt,Sportclub Verl,RW,61,60.899900940793174
M. Lachuer,Amiens SC,CAM,61,63.049402613194886
21Â R. Torres,Seattle Sounders FC,CB,68,68.72618979066218
MartÃ­nez,FC Dallas,CB,69,68.8395193396606
R. Musaba,Fortuna Sittard,CAM,61,60.87837378220348
A. Montgomery,Celtic,LB,57,57.749996286338906
S. Wangberg,StabÃ¦k Fotball,CB,66,65.93664747793683
A. Sarr,MjÃ¤llby AIF,RW,62,62.10038119715725
Guillem Molina,Valencia CF,CB,67,66.90024780610275
R. Williams,Swansea City,CB,65,65.30816097147635
21Â H. Phillips,Southend United,RW,56,56.204419555139005
R. Ishida,Nagoya Grampus,RW,56,56.100275030042425
20Â D. Loader,Reading,CAM,63,62.680454560409025
J. Nelson,Toronto FC,CAM,61,61.10021116071843
F. Ogier,Clermont Foot 63,CB,71,70.77239999665062
21Â L. Dreher,Crystal Palace,CM,58,57.517207076112506
Karrikaburu,Real Sociedad B,CF,65,65.23716279966887
A. Lungwitz,FC WÃ¼rzburger Kickers,LB,62,60.74656293961971
20Â Lee Yun Pyo,Incheon United FC,CB,62,61.90015068157816
J. Frommann,DSC Arminia Bielefeld,CB,58,57.07759877986225
F. D'Onofrio,Seraing,RB,62,62.09650145874782
N. Wassberg,SK Brann,LW,54,56.2203432930156
H. Vandermersch,Stade Malherbe Caen,RB,65,63.27485112685761
R. Espejord,TromsÃ¸ IL,CF,64,63.92130635821439
20Â M. Marcjanik,WisÅa PÅock,CB,64,63.56101746370764
S. McKenna,Nottingham Forest,CB,70,70.0998050924388
20Â J. GonzÃ¡lez,Club Deportivo Guadalajara,CF,58,59.43141296248495
P. WiÅniewski,GÃ³rnik Zabrze,CB,67,66.89982768200827
C. Duke,Sporting Kansas City,RW,53,55.37534237208732
Alex Nascimento,Futebol Clube de FamalicÃ£o,CB,68,67.89963457969417
J. Ideho,Arsenal,RW,62,61.27150254238327
G. Links,Aarhus GF,LW,65,65.10213360339316
17Â F. Baloy,Rionegro Ãguilas,CB,70,69.89993008501925
21Â G. Assulin,CSM Politehnica IaÈi,LW,63,62.89976767280246
A. Hausch,San Lorenzo de Almagro,LW,62,61.90038548887828
C. Coll,Derry City,LB,60,60.16129152552194
De TomÃ¡s,Rayo Vallecano,RW,62,61.90034453803827
M. Drammeh,Vejle Boldklub,CDM,62,61.54873900501296
M. Amissi,Heracles Almelo,RW,62,62.17585415988482
T. Holmes,Reading,CB,67,66.79828637235258
10Â O. Husyev,AC Milan,CF,78,77.75851890232498
21Â K. Scott,Newcastle United,CAM,57,57.59385762778075
D. Redan,PEC Zwolle,CF,61,61.077852001893646
Sergi Cardona,UniÃ³n Deportiva Las Palmas,LB,62,61.88486721822003
N. Opoku,Amiens SC,CB,67,66.10359418346253
T. SanuÃ§,Adana Demirspor,CB,65,65.09958281830511
T. Ãngel,AtlÃ©tico Nacional,CF,60,60.44263970083409
L. Freestone,Cheltenham Town,CB,59,59.474942437214374
M. Bernauer,Paris FC,CB,59,59.23820445115711
G. Valsvik,StrÃ¸msgodset IF,CB,68,67.89976105701051
B. Abdallah,ESTAC Troyes,RB,60,59.83761147510802
Marvin,Real Madrid CF,RW,67,66.8999614075202
20Â Nguyen Cong Phuong,Sint-Truidense VV,CF,62,60.35750479826032
N. Fukumori,Vegalta Sendai,CB,62,61.89977402982766
A. Rowe,Huddersfield Town,RW,62,62.80232163479324
I. KonÃ©,Sarpsborg 08 FF,CF,62,61.74090835215742
K. KarataÅ,Altay SK,CF,63,62.74465061876657
L. Burgess,Salford City,LW,60,59.14464107949378
M. Whittaker,Swansea City,CF,61,61.350045024022826
E. Ersoy,GaziÅehir Gaziantep F.K.,CB,69,69.77747570194971
Y. SubaÅÄ±,Yukatel Kayserispor,LB,61,61.15062087128966
T. Parker,Houston Dynamo,CB,67,67.10016721201849
S. Mokono,FC Utrecht,RB,61,61.356980957790995
D. Charles,AFC Wimbledon,CB,64,63.84050757684138
J. Glad,Real Salt Lake,CB,68,68.86316745443375
C. Whelan,Carlisle United,CB,59,59.594585803231745
P. Mullins,Toronto FC,CF,62,62.09972506031643
O. Gallacher,Crawley Town,LB,57,56.13801592133552
21Â R. Osorio,Coquimbo Unido,CB,67,67.87976585729066
J. Seo,SG Dynamo Dresden,CAM,59,58.027021537237395
K. Gruszkowski,WisÅa KrakÃ³w,RB,62,61.89976511961629
M. Pink,SK Austria Klagenfurt,CF,65,64.66338538224016
M. LeÃ³n,Club Deportivo Palestino,RW,56,57.152071554171016
21Â C. YambÃ©rÃ©,Ettifaq FC,CB,69,68.35534962380784
M. Paskotsi,Tottenham Hotspur,RB,60,59.52654368862776
C. M'Mombwa,Macarthur FC,CAM,58,58.61565286764307
J. Wilson,Plymouth Argyle,CB,63,62.899598747109884
B. Ãetin,KasimpaÅa SK,LB,60,59.6721589267839
D. Kother,Karlsruher SC,LW,66,65.33083078609117
W. Goodwin,Hartlepool United,CF,61,61.10036603373839
B. Passi,Chamois Niortais Football Club,CB,65,66.11920572462574
S. Wharton,Blackburn Rovers,CB,66,66.57191488638072
H. Smith,Leyton Orient,CF,63,62.9000899498808
21Â W. Dean,Exeter City,CB,56,55.80252102522
I. Pitta,SD Huesca,CF,68,68.2048361182583
C. Burgess,Ipswich Town,CB,67,66.94973860603848
21Â G. GÃ³mez,AC Milan,CB,73,72.4366887536505
Allison Sireo,AssociaÃ§Ã£o Chapecoense de Futebol,CB,70,69.899667860479
D. Wilkins,AC Milan,LW,58,58.66250091000289
E. BergstrÃ¶m,Willem II,CB,67,67.45118704597532
20Â S. Micolta,UniÃ³n La Calera,CF,58,56.94219085399719
K. Ehlers,SG Dynamo Dresden,CB,67,67.01623798221839
21Â Joan Monterde,Levante UniÃ³n Deportiva,CAM,62,61.83183163404318
20Â J. Shackell,Lincoln City,CB,66,65.89970019084176
21Â M. Hefele,Nottingham Forest,CB,67,66.56646854876053
J. Schuler,1. FC Magdeburg,CF,64,64.39012469234522
J. StaniÄ,SV Wehen Wiesbaden,CB,66,65.64225293745427
R. Zouhir,Club de Foot MontrÃ©al,CAM,54,56.49761384053291
21Â E. Amor,VÃ©lez Sarsfield,CB,72,72.48133332599963
M. Toure,Adelaide United,RW,58,57.900353033131736
21Â E. BolaÃ±os,SD Ponferradina,CF,63,62.91174591377739
A. Seydel,SV Darmstadt 98,CF,65,64.89992626863176
D. HÃ¸egh,FC Midtjylland,CB,68,67.98186932438584
L. Gibbs,Norwich City,CAM,55,55.36729514581616
21Â M. BÃ¼rki,FC Luzern,CB,63,64.72506833371706
R. Grego-Cox,Crawley Town,CF,60,60.09993170042375
D. Duarte,Club Olimpia,CF,63,62.29550749495345
M. Guilavogui,Paris FC,RW,64,63.89997164051019
T. Corbeanu,Sheffield Wednesday,LW,59,59.10011549367731
A. Breslin,Bohemian FC,LB,59,58.89971881391977
A. Ãlvarez Wallace,Club AtlÃ©tico PeÃ±arol,CM,57,57.19857892106128
I. Aaneba,FC Sochaux-MontbÃ©liard,CB,61,61.72434926244046
18Â R. Brown,Rochdale,CB,61,60.665354875567594
21Â G. Thakkar,AC Milan,RW,58,58.57065683532213
J. Justin,Chennaiyin FC,CF,57,56.89970263747705
Shin Won Ho,Gamba Osaka,LB,58,57.87528569039477
L. VÃ¤isÃ¤nen,IF Elfsborg,CB,65,65.31286384620819
M. Rente,Heracles Almelo,CB,66,66.10019965004037
21Â B. Figueroa,Club Universidad Nacional,RW,64,63.53143327682399
O. Camara,Paris FC,CDM,60,60.09963601061928
Renato JÃºnior,Portimonense SC,CF,63,63.09072448678329
C. Conteh,SV Sandhausen,RW,65,64.9003214550541
M. Matras,PGE FKS Stal Mielec,CB,63,62.98828543942083
R. Parkes,Sligo Rovers,CF,59,59.25843575312129
19Â A. Ãstli,Sarpsborg 08 FF,CB,63,61.93069875294313
A. Kozubal,Lech PoznaÅ,CAM,54,55.86113334113382
M. Stevens,Forest Green Rovers,CF,61,61.26875584355148
Filipe Relvas,Portimonense SC,CB,64,64.10013058571654
Barbero,CA Osasuna,CF,68,68.10009370000944
Bruno Uvini,FC Tokyo,CB,68,67.89972587479522
T. Arconte,AC Ajaccio,CF,60,60.52342155506311
Tobias Figueiredo,Nottingham Forest,CB,69,68.85643375431381
J. Adeyemo,Drogheda United,CF,55,54.37051230336587
O. Strunz,SK Rapid Wien,CF,61,61.092950220245854
21Â M. Okutan,Yukatel Kayserispor,RW,60,60.09968941913232
R. NuÃ±ez,Centro AtlÃ©tico FÃ©nix,CM,58,57.93477830695498
D. OuÃ©draogo,Oud-Heverlee Leuven,CB,64,64.14129995441674
20Â K. Drzazga,WisÅa KrakÃ³w,CAM,62,61.37487606514085
I. Karamoko,Torino F.C.,CDM,55,56.37540540414911
S. Ayukawa,Sanfrecce Hiroshima,CF,58,57.82456943017775
21Â Thiago Cionek,SPAL,CB,70,70.01537291669996
M. Mouandilmadji,Seraing,CF,63,62.80759760908404
21Â A. PembÃ©lÃ©,Paris FC,RW,61,60.89599005119791
O. Gaines,Austin FC,RW,62,62.52131296202516
Thiago Galhardo,RC Celta de Vigo,CF,70,69.18789560100241
Y. Oda,Vissel Kobe,CF,58,58.82812339312639
21Â L. LÃ³pez,FÃºtbol Club JuÃ¡rez,CB,62,62.48129756827305
A. Baptiste,Bolton Wanderers,CB,65,64.8998932995909
L. Hakim,KV Kortrijk,CAM,57,58.660038422861675
Eduardo Quaresma,CD Tondela,CB,71,70.96572746795866
21Â D. TomiÄ,MSV Duisburg,RW,60,58.96679460191855
Kim Min Jun,Ulsan Hyundai FC,LW,61,61.13295416089109
F. Schwarzholz,FC Augsburg,CDM,60,58.477054314514476
T. Howe,Blackpool,RB,59,58.351112876757966
20Â A. Amaya,AtlÃ©tico Huila,CF,62,62.22349451351561
JoÃ£o Pedro,FC PaÃ§os de Ferreira,CF,63,62.74270999948155
C. Hountondji,Clermont Foot 63,CB,72,71.71606402809896
A. RodrÃ­guez,Club AtlÃ©tico LanÃºs,CAM,61,60.797906510819715
F. Hornby,Stade de Reims,CF,64,64.05394113946438
Israel Puerto,Jagiellonia BiaÅystok,CB,67,67.3288157522841
T. Boni,Belenenses SAD,CB,65,64.05371129447627
M. Hilgers,FC Twente,CB,63,62.87153453089853
20Â M. Preston,Mansfield Town,CB,62,61.08828098428346
20Â Y. GonzÃ¡lez,CD O'Higgins,RW,60,58.96197213617907
L. Offord,Crewe Alexandra,CB,64,63.89969984345905
M. Tahiri,Sparta Rotterdam,CAM,60,60.40653623830915
T. Sho-Silva,Sutton United,CF,59,58.96813685275066
L. Perrin,RC Strasbourg Alsace,CB,69,68.2008724493512
E. LÃ³pez,Atlanta United,CF,63,63.21719721572528
21Â L. Rivas,Rosario Central,CAM,59,59.89601645021533
19Â N. Nasseri,Gillingham,RW,59,58.90025575894297
A. Lagos,AtlÃ©tico TucumÃ¡n,RB,65,64.41725709349414
16Â M. Yepes,San Lorenzo de Almagro,CB,74,73.89969274476023
21Â E. Rovini,Udinese Calcio,CAM,59,59.099779072938574
O. HÃ¼sing,1. FC Heidenheim 1846,CB,72,71.97718609429815
G. Bentil,Chamois Niortais Football Club,CF,62,61.72756712792298
L. Ranieri,US Salernitana 1919,CB,64,63.89976756583063
Gabri MartÃ­nez,Girona FC,RW,63,62.89983669100063
A. Albers,SSV Jahn Regensburg,CF,70,69.90013643082762
A. Shabanov,Dynamo Kyiv,CB,69,68.75063354807551
L. Greiml,SK Rapid Wien,CB,66,65.48246922867214
R. Jansson,Orlando City Soccer Club,CB,69,68.23149574778557
M. Miazga,Deportivo AlavÃ©s,CB,72,72.1317614691657
S. Belkahia,TSV 1860 MÃ¼nchen,CB,65,65.13579428252532
M. ErliÄ,Spezia,CB,71,70.0360117638496
18Â J. Ashby,Oxford United,CAM,55,54.56019358959334
M. Akoto,SG Dynamo Dresden,CB,64,63.89982063868521
12Â F. Inzaghi,AC Milan,CF,73,72.90030325337575
De La Fuente,Villarreal CF,CB,64,63.86351229253558
B. Farioli,Arsenal de SarandÃ­,LW,61,60.89981308603554
R. Assibey-Mensah,SC Freiburg II,RW,60,60.56597953733905
21Â L. MariÄ,Campionii FC Arges,CB,61,61.100153340475835
R. Cassidy,Watford,CF,60,59.08926156088352
20Â Y. Banana,AC Milan,CB,72,71.0415515105669
I. Ndiaye,Sheffield United,CAM,61,61.53591819645947
M. Beevers,Peterborough United,CB,67,67.09888664775815
G. Manvelyan,FC Nantes,CAM,61,61.100017019548645
C. Carter-Vickers,Celtic,CB,69,69.0996544733893
21Â H. Silveira,Gallos Blancos de QuerÃ©taro,CF,69,68.49515236421726
G. Taft,Scunthorpe United,CB,62,61.90661240364641
Wallace,Yeni Malatyaspor,CB,71,71.70779169074295
20Â O. Ãlvarez,Patriotas BoyacÃ¡ FC,CF,64,64.07761540578566
HÃ©ctor Rodas,Odisha FC,CB,66,66.10016183348435
S. Duke-McKenna,Queens Park Rangers,CAM,59,58.69634855709466
C. Dunkley,Sheffield Wednesday,CB,67,67.03928760144424
J. Mawihmingthanga,Odisha FC,RW,59,59.17077242202889
K. Pestka,Cracovia,LB,65,64.89973061863971
20Â L. Ravanelli,US Cremonese,CB,66,65.24313514446668
Claudio Medina,Burgos CF,CF,64,63.46277536084058
K. Caliskaner,SSV Jahn Regensburg,CF,66,65.63107930432713
Jeon Se Jin,Suwon Samsung Bluewings,RW,63,62.89987000965219
20Â A. Murillo,La Equidad,CB,66,66.24296575813422
E. Emegha,Sparta Rotterdam,CF,63,62.90027619481841
16Â Carlos CuÃ©llar,UniÃ³n Deportiva AlmerÃ­a,CB,72,71.90000321759975
21Â S. MvouÃ©,Toulouse Football Club,CAM,59,59.69710413938868
T. Ballo,SK Rapid Wien,RW,59,60.42670867293751
I. ÄubeliÄ,Hajduk Split,CAM,59,59.100006375876276
AdriÃ¡n DiÃ©guez,CF Fuenlabrada,CB,67,66.94696674217943
E. Kehrer,SC Freiburg II,CF,62,61.79653878039515
P. Bargiel,ÅlÄsk WrocÅaw,CAM,59,60.075862740447036
G. Koutsias,PAOK,CF,63,62.94595070972974
K. Al Ghannam,Al Nassr,CAM,63,63.58756264071925
T. Smith,Colchester United,CB,63,62.998303746568965
10Â A. Shevchenko,AC Milan,CF,77,76.8997553955435
H. Ashby,West Ham United,RB,59,59.27035723467979
H. Ekitike,Stade de Reims,CF,62,61.84789183537948
A. Hegazi,Al Ittihad,CB,75,74.89984515996339
A. Jakubiak,Dundee FC,CF,60,60.22092279889385
M. Ãdegaard,Sarpsborg 08 FF,CB,65,65.17586710062285
S. Villarreal,CF Monterrey ,RB,60,59.67665990143098
CÃ©sar Gelabert,CD MirandÃ©s,CAM,62,62.10006372558143
A. Reyes,New York Red Bulls,CB,66,66.91834539110565
L. Bejger,ÅlÄsk WrocÅaw,CB,63,62.65007867464271
L. BeltrÃ¡n,Club AtlÃ©tico ColÃ³n,CF,63,62.89980208533305
C. Goddard,Central Coast Mariners,LW,57,56.95541580149674
R. Ivanov,Warta PoznaÅ,CB,67,66.94931521024385
D. Pierias,Western United FC,RW,60,60.09977268792262
21Â P. Bijen,ADO Den Haag,CB,65,65.1002731518958
B. Ampuero,Universidad CatÃ³lica,CB,68,67.49207271650799
J. Bennett,Crewe Alexandra,RW,62,61.86583651973804
T. MÃ¶ller,VfL OsnabrÃ¼ck,CDM,58,58.09989809357829
21Â N. Kacharava,Lech PoznaÅ,CF,66,66.09976073560323
H. Hermannsson,AC Milan,CB,69,68.69829201964642
Y. Letard,LASK Linz,CB,65,64.89979787456585
A. Mikkelsen,TromsÃ¸ IL,CAM,62,62.09990859762472
A. Kilgour,Bristol Rovers,CB,65,64.94998706981777
G. Nyamsi,RC Strasbourg Alsace,CB,70,70.10028890728373
21Â E. GÃ³mez,Albacete BP,CF,63,62.840309018693404
21Â G. Okechukwu,Hokkaido Consadole Sapporo,CF,64,63.900204686214025
G. ChÃ¡vez,Club Sporting Cristal,CB,68,68.15031267286076
Ygor Nogueira,MazatlÃ¡n Futbol Club,CB,70,70.09972868911906
A. Favilli,AC Monza,CF,69,68.90007796903485
J. Zemura,AFC Bournemouth,LB,62,61.9542596496006
K. Kalua,AC Milan,RB,57,56.89790211482513
D. Jones,Port Vale,CB,62,61.79682869023349
Arribas,Real Madrid CF,CAM,65,65.1004078965185
F. Piszczek,Cracovia,CF,62,61.84478221979404
IvÃ¡n MÃ¡rquez,N.E.C. Nijmegen,CB,64,64.10011281205178
R. FernÃ¡ndez,Club BolÃ­var,LB,64,64.16344326339131
J. Pask,Coventry City,CB,64,64.56592510980431
A. MarquÃ©s,CD MirandÃ©s,CF,60,60.46532609502495
Sergio Barcia,Granada CF,CB,62,63.531503053706665
F. Pollock,Heart of Midlothian,RW,58,58.642465693481995
Son Ho Jun,Suwon Samsung Bluewings,RWB,55,55.19312377279826
A. Valera,Club Universitario de Deportes,CF,67,66.94319686425796
M. PeybernÃ¨s,MÃ¡laga CF,CB,69,69.10009977682995
R. Bormuth,Karlsruher SC,CB,69,69.67655832095963
A. Stewart,Wycombe Wanderers,CB,69,68.40884498142253
V. Karpov,PFC CSKA Moscow,CB,64,63.899750788042
D. Scarlett,Tottenham Hotspur,CF,63,63.10042267769302
K. Machida,Kashima Antlers,CB,67,65.43925110370117
N. Kirby,Crystal Palace,RW,60,59.946373645650915
R. Providence,Club Brugge KV,LW,67,66.20684330513883
S. Fortes,KV Oostende,CB,70,69.89995506826149
N. KatiÄ,Hajduk Split,CB,70,69.90460600381023
A. Ba,FC Arouca,CB,66,66.09972625256944
20Â B. San Juan,CD Everton de ViÃ±a del Mar,CB,63,63.367809694151006
S. Abdullah,Al Ain FC,LB,62,61.97233409440319
D. Nikolaou,Spezia,CB,68,67.89978534670628
S. De Maio,Udinese Calcio,CB,73,73.57748844693877
A. Thaqi,Borussia Dortmund II,CB,60,60.634244125876606
Y. Kitala,FC Sochaux-MontbÃ©liard,CF,64,64.11199277525756
E. Sutherland,AtlÃ©tico de Madrid,RW,62,62.10029931809322
J. Å utalo,Dinamo Zagreb,CB,67,68.47917291916755
J. Barnett,Melbourne Victory,CAM,57,56.8282470169236
J. Canale,Newell's Old Boys,CB,68,67.98194329135555
21Â S. Ben Youssef,CFR Cluj,CB,66,65.1839580079392
21Â N. Jackson,CD MirandÃ©s,CAM,62,61.42704741587661
I. Åasicki,PogoÅ Szczecin,CB,63,62.54052650210404
